"orderId","token","count","lang","pos","case","comment","position","suffix_lang","new_count"
3593,"сиретасэ",1,"rus",,,"-","stem","kpv",1
3594,"сиретаясэн",1,"rus",,,"-","stem","kpv",1
3598,"сирӧтаяс",1,"rus",,,"-","stem","kpv",1
3599,"сирӧтаясӧн",1,"rus",,,"-","stem","kpv",1
3600,"сирӧтаясэн",1,"rus",,,"-","stem","kpv",1
3601,"система",2,"rus",,,"-","stem","kpv",2
3607,"ситуация",4,"rus",,,"-","stem","kpv",5
3608,"ситуацияын",1,"rus",,,"-","stem","kpv",1
3609,"ситуацияыс",5,"rus",,,"-","stem","kpv",4
3619,"смесь",4,"rus",,,"-","stem","kpv",4
3620,"собеседник",1,"rus",,,"-","stem","kpv",1
3623,"сӧвесьтыс",1,"rus",,,"-","stem","kpv",1
3625,"совсем",9,"rus",,,"-","stem","kpv",8
3626,"сӧвсем",2,"rus",,,"-","stem","kpv",2
3632,"сӧгласитчасныс",2,"rus",,,"-","stem","kpv",2
3633,"сӧгласитчи",2,"rus",,,"-","stem","kpv",2
3634,"сӧгласитчис",1,"rus",,,"-","stem","kpv",1
3635,"согласитчы",1,"rus",,,"-","stem","kpv",1
3636,"согласитчыны",1,"rus",,,"-","stem","kpv",1
3646,"сосед",2,"rus",,,"-","stem","kpv",2
3647,"соседка",4,"rus",,,"-","stem","kpv",3
3649,"соседкаыслы",1,"rus",,,"-","stem","kpv",1
3650,"соседней",3,"rus",,,"-","stem","kpv",2
3653,"соседъяс",1,"rus",,,"-","stem","kpv",1
3654,"соседъясыс",1,"rus",,,"-","stem","kpv",1
3657,"сосьвапромгеология",1,"rus",,,"-","stem","kpv",1
3661,"спасибе",1,"rus",,,"-","stem","kpv",1
3662,"спасибо",34,"rus",,,"-","stem","kpv",29
3665,"спаситны",2,"rus",,,"-","stem","kpv",1
3691,"сусед",1,"rus",,,"-","stem","kpv",1
3692,"суседка",2,"rus",,,"-","stem","kpv",2
3693,"суседныд",1,"rus",,,"-","stem","kpv",1
3694,"суседъяс",1,"rus",,,"-","stem","kpv",1
3695,"суседъяслэн",1,"rus",,,"-","stem","kpv",1
3697,"суседъясыс",2,"rus",,,"-","stem","kpv",2
3698,"суседъясэ",1,"rus",,,"-","stem","kpv",1
3699,"суседыслэн",1,"rus",,,"-","stem","kpv",1
3700,"сусек",1,"rus",,,"-","stem","kpv",1
3701,"сусекъяс",1,"rus",,,"-","stem","kpv",1
3772,"сьӧмга",10,"rus",,,"-","stem","kpv",11
3773,"сьӧмгаыс",4,"rus",,,"-","stem","kpv",5
3774,"сьӧмгаыслэн",1,"rus",,,"-","stem","kpv",1
3775,"сьӧмгаысь",1,"rus",,,"-","stem","kpv",1
3776,"сьӧмгаясыс",1,"rus",,,"-","stem","kpv",1
3785,"сьчаслив",2,"rus",,,"-","stem","kpv",2
3786,"сьчассе",6,"rus",,,"-","stem","kpv",6
3787,"сьчассетэ",2,"rus",,,"-","stem","kpv",2
3847,"сюда",14,"rus",,,"-","stem","kpv",13
3858,"сюды",1,"rus",,,"-","stem","kpv",1
3927,"сяке",5,"rus",,,"-","stem","kpv",5
3928,"сякей",12,"rus",,,"-","stem","kpv",15
3929,"сякейыс",3,"rus",,,"-","stem","kpv",4
4074,"тысеча",2,"rus",,,"-","stem","kpv",2
4079,"тысяч",5,"rus",,,"-","stem","kpv",5
4080,"тысяча",35,"rus",,,"-","stem","kpv",28
4081,"тысячаӧн",1,"rus",,,"-","stem","kpv",1
4082,"тысячаыс",1,"rus",,,"-","stem","kpv",1
4083,"тысячаысь",4,"rus",,,"-","stem","kpv",2
4084,"тысячаяс",1,"rus",,,"-","stem","kpv",1
4156,"университет",6,"rus",,,"-","stem","kpv",5
4157,"университетад",1,"rus",,,"-","stem","kpv",1
4158,"университетас",1,"rus",,,"-","stem","kpv",3
4160,"университетсэ",2,"rus",,,"-","stem","kpv",2
4161,"университетъяслӧн",1,"rus",,,"-","stem","kpv",1
4162,"университетын",5,"rus",,,"-","stem","kpv",4
4163,"университетыс",1,"rus",,,"-","stem","kpv",1
4221,"физически",5,"rus",,,"-","stem","kpv",5
4222,"финансируйтэ",1,"rus",,,"-","stem","kpv",1
4223,"финансируйтэныс",1,"rus",,,"-","stem","kpv",1
4224,"финляндияысь",3,"rus",,,"-","stem","kpv",1
4226,"фсё",2,"rus",,,"-","stem","kpv",2
4240,"хӧзяин",8,"rus",,,"-","stem","kpv",1
4242,"хӧзяинныд",2,"rus",,,"-","stem","kpv",2
4243,"хӧзяинныдкед",1,"rus",,,"-","stem","kpv",1
4244,"хӧзяинныдтэ",1,"rus",,,"-","stem","kpv",1
4246,"хозяинов",3,"rus",,,"-","stem","kpv",3
4247,"хозяинова",4,"rus",,,"-","stem","kpv",3
4248,"хозяиновъяс",2,"rus",,,"-","stem","kpv",2
4249,"хӧзяиныд",2,"rus",,,"-","stem","kpv",2
4250,"хӧзяиныс",8,"rus",,,"-","stem","kpv",5
4251,"хӧзяиныскед",1,"rus",,,"-","stem","kpv",1
4252,"хӧзяиныслы",1,"rus",,,"-","stem","kpv",1
4253,"хӧзяиныслэн",3,"rus",,,"-","stem","kpv",3
4254,"хӧзяинэ",8,"rus",,,"-","stem","kpv",7
4256,"хозяйка",1,"rus",,,"-","stem","kpv",1
4257,"хӧзяйка",5,"rus",,,"-","stem","kpv",3
4259,"хӧзяйкаыс",1,"rus",,,"-","stem","kpv",1
4261,"хозяйственнэй",2,"rus",,,"-","stem","kpv",2
4262,"хозяйство",2,"rus",,,"-","stem","kpv",2
4263,"хӧзяйство",2,"rus",,,"-","stem","kpv",3
4264,"хозяйствонас",1,"rus",,,"-","stem","kpv",1
4265,"хӧзяйствоныд",2,"rus",,,"-","stem","kpv",2
4266,"хозяйствоон",1,"rus",,,"-","stem","kpv",1
4267,"хозяйствосэ",2,"rus",,,"-","stem","kpv",2
4268,"хӧзяйствосэ",1,"rus",,,"-","stem","kpv",1
4269,"хӧзяйствоын",1,"rus",,,"-","stem","kpv",1
4270,"хӧзяйствоыс",3,"rus",,,"-","stem","kpv",3
4271,"хозяйствояс",1,"rus",,,"-","stem","kpv",1
4323,"шейсят",6,"rus",,,"num","stem","kpv",6
4324,"шейсятъяс",1,"rus",,,"num","stem","kpv",1
4326,"шестьдесят",4,"rus",,,"num","stem","kpv",4
4327,"шесь",2,"rus",,,"num","stem","kpv",2
4329,"шесять",1,"rus",,,"num","stem","kpv",1
4388,"экскурсияяс",1,"rus",,,"-","stem","kpv",1
4389,"экстрасензорнӧй",1,"rus",,,"-","stem","kpv",1
4397,"эпилепсия",1,"rus",,,"-","stem","kpv",1
3129,"сельскоxозяйственнӧй",1,"rus",,,"-","stem/stem","kpv",1
3131,"сельскохозяйственнэй",1,"rus",,,"-","stem/stem","kpv",2
1826,"лапландияысь",1,"rus",,,"name","suffix","kpv",1
2036,"марьялысь",2,"rus",,,"name","suffix","kpv",8
2040,"матвейлысь",1,"rus",,,"name","suffix","kpv",1
2132,"мӧскваысь",1,"rus",,,"name","suffix","kpv",1
2248,"новгородысь",1,"rus",,,"name","suffix","kpv",1
2954,"рованимисянь",1,"rus",,,"name","suffix","kpv",1
3021,"сандралысь",1,"rus",,,"name","suffix","kpv",1
3655,"сосногорскысь",2,"rus",,,"name","suffix","kpv",2
3690,"суомиысь",1,"rus",,,"name","suffix","kpv",1
3705,"сыктывкарысь",2,"rus",,,"name","suffix","kpv",1
4118,"удмуртияысь",1,"rus",,,"name","suffix","kpv",1
4147,"украинаысь",1,"rus",,,"name","suffix","kpv",1
4214,"ухтасянь",4,"rus",,,"name","suffix","kpv",3
4225,"фроловскысь",1,"rus",,,"name","suffix","kpv",1
4227,"хабарихаысь",1,"rus",,,"name","suffix","kpv",1
4293,"чехияысь",1,"rus",,,"name","suffix","kpv",1
4322,"шевелёвалысь",1,"rus",,,"name","suffix","kpv",1
4364,"щельяюрсяньыс",1,"rus",,,"name","suffix","kpv",1
4377,"ыргенасянь",1,"rus",,,"name","suffix","kpv",1
4473,"ярославльсьыс",1,"rus",,,"name","suffix","kpv",1
795,"восстановитэмаась",1,"rus",,,"-","suffix","kpv",1
1204,"жертвуйтэмаась",1,"rus",,,"-","suffix","kpv",1
51,"академиясьыд",1,"rus",,,"-","suffix","kpv",1
52,"активнэесь",2,"rus",,,"-","suffix","kpv",2
59,"америкаысь",1,"rus",,,"-","suffix","kpv",1
66,"армиясьыс",1,"rus",,,"-","suffix","kpv",1
67,"армияысь",2,"rus",,,"-","suffix","kpv",1
130,"бассейныс",1,"rus",,,"-","suffix","kpv",1
135,"благеслэвитэмаась",1,"rus",,,"-","suffix","kpv",1
137,"богатэесь",1,"rus",,,"-","suffix","kpv",1
227,"брушинасьыс",3,"rus",,,"-","suffix","kpv",3
229,"букваяссяньыс",1,"rus",,,"-","suffix","kpv",1
231,"бумагасьыс",1,"rus",,,"-","suffix","kpv",1
308,"ватагаысь",1,"rus",,,"-","suffix","kpv",1
313,"вежливейджыкесь",2,"rus",,,"-","suffix","kpv",2
399,"взрослэесь",1,"rus",,,"-","suffix","kpv",1
656,"властьсьыс",1,"rus",,,"-","suffix","kpv",1
928,"вынужденэсь",1,"rus",,,"-","suffix","kpv",1
929,"выпишитэмаась",1,"rus",,,"-","suffix","kpv",1
963,"гектарсьыс",2,"rus",,,"-","suffix","kpv",2
964,"гектарысь",1,"rus",,,"-","suffix","kpv",1
981,"годасянь",1,"rus",,,"-","suffix","kpv",1
982,"гӧднэесь",5,"rus",,,"-","suffix","kpv",5
984,"годсяньыс",1,"rus",,,"-","suffix","kpv",1
994,"городсянь",1,"rus",,,"-","suffix","kpv",1
995,"городъясысь",1,"rus",,,"-","suffix","kpv",1
1001,"гӧститӧдӧмаась",1,"rus",,,"-","suffix","kpv",1
1015,"гӧтевесь",1,"rus",,,"-","suffix","kpv",1
1039,"гӧтэвейсьыс",1,"rus",,,"-","suffix","kpv",1
1040,"гӧтэвесь",3,"rus",,,"-","suffix","kpv",3
1043,"грамотнэйесь",1,"rus",,,"-","suffix","kpv",1
1085,"деревнясьыс",3,"rus",,,"-","suffix","kpv",4
1086,"деревнясюнум",3,"rus",,,"-","suffix","kpv",3
1087,"деревняысесь",1,"rus",,,"-","suffix","kpv",1
1088,"деревняысь",2,"rus",,,"-","suffix","kpv",2
1099,"детдомысь",1,"rus",,,"-","suffix","kpv",1
1100,"детинасьыс",1,"rus",,,"-","suffix","kpv",1
1101,"детсадсянь",2,"rus",,,"-","suffix","kpv",2
1154,"добреесь",3,"rus",,,"-","suffix","kpv",3
1155,"добрейджыкесь",1,"rus",,,"-","suffix","kpv",1
1156,"доволенӧсь",1,"rus",,,"-","suffix","kpv",1
1157,"дӧвӧльнэесь",1,"rus",,,"-","suffix","kpv",1
1161,"долженӧсь",2,"rus",,,"-","suffix","kpv",1
1162,"долженэсь",3,"rus",,,"-","suffix","kpv",2
1167,"допытывайтэмаась",1,"rus",,,"-","suffix","kpv",1
1180,"думайтэмаась",1,"rus",,,"-","suffix","kpv",1
1212,"заводитэмаась",1,"rus",,,"-","suffix","kpv",1
1213,"заготовкаысь",1,"rus",,,"-","suffix","kpv",1
1214,"заготовкаяссьыс",1,"rus",,,"-","suffix","kpv",1
1215,"закостенелэесь",1,"rus",,,"-","suffix","kpv",1
1216,"закупитэмаась",1,"rus",,,"-","suffix","kpv",1
1218,"занимайтчемаась",1,"rus",,,"-","suffix","kpv",1
1220,"занятӧсь",1,"rus",,,"-","suffix","kpv",1
1224,"запишитэмаась",1,"rus",,,"-","suffix","kpv",1
1225,"запомнитэмаась",1,"rus",,,"-","suffix","kpv",1
1303,"ивановнасянь",1,"rus",,,"-","suffix","kpv",1
1314,"издайтэмаась",1,"rus",,,"-","suffix","kpv",1
1322,"изумительнэесь",1,"rus",,,"-","suffix","kpv",1
1348,"интереснэесь",1,"rus",,,"-","suffix","kpv",1
1349,"интересуешься",1,"rus",,,"-","suffix","kpv",1
1417,"каменкаысь",1,"rus",,,"-","suffix","kpv",1
1418,"канадасьыс",1,"rus",,,"-","suffix","kpv",1
1427,"карольсьыс",1,"rus",,,"-","suffix","kpv",1
1434,"картафельысь",1,"rus",,,"-","suffix","kpv",1
1560,"колхозлысь",1,"rus",,,"-","suffix","kpv",1
1561,"колхозсьыс",1,"rus",,,"-","suffix","kpv",1
1562,"колхозсянь",1,"rus",,,"-","suffix","kpv",1
1563,"колхозсяньыс",3,"rus",,,"-","suffix","kpv",3
1564,"колхозысь",1,"rus",,,"-","suffix","kpv",1
1576,"коми-ижемецъясыслысь",1,"rus",,,"-","suffix","kpv",1
1587,"контактысь",1,"rus",,,"-","suffix","kpv",1
1824,"лазаретсьыс",1,"rus",,,"-","suffix","kpv",1
2041,"материалсьыс",1,"rus",,,"-","suffix","kpv",1
2042,"материалысь",1,"rus",,,"-","suffix","kpv",1
2051,"машинасьыс",1,"rus",,,"-","suffix","kpv",1
2078,"местасьыс",2,"rus",,,"-","suffix","kpv",2
2124,"молодэесь",1,"rus",,,"-","suffix","kpv",1
2127,"моресяньыс",1,"rus",,,"-","suffix","kpv",1
2207,"наградитэмаась",1,"rus",,,"-","suffix","kpv",1
2208,"нажевитэмаась",1,"rus",,,"-","suffix","kpv",1
2213,"напримерысь",1,"rus",,,"-","suffix","kpv",1
2224,"невыполнимеесь",1,"rus",,,"-","suffix","kpv",1
2256,"нужнэесь",1,"rus",,,"-","suffix","kpv",1
2276,"нэмсянь",1,"rus",,,"-","suffix","kpv",1
2312,"округсьыс",1,"rus",,,"-","suffix","kpv",1
2313,"округысь",2,"rus",,,"-","suffix","kpv",1
2345,"опоньлысь",1,"rus",,,"-","suffix","kpv",1
2347,"орджоникидзе",1,"rus",,,"-","suffix","kpv",1
2363,"освоитэмаась",1,"rus",,,"-","suffix","kpv",1
2372,"отберитэмаась",1,"rus",,,"-","suffix","kpv",1
2392,"отпускысь",1,"rus",,,"-","suffix","kpv",1
2431,"партиялысь",1,"rus",,,"-","suffix","kpv",1
2547,"первейысь",7,"rus",,,"-","suffix","kpv",6
2554,"перерабатывайтэмаась",1,"rus",,,"-","suffix","kpv",1
2571,"петровналысь",1,"rus",,,"-","suffix","kpv",1
2599,"пластинаысь",1,"rus",,,"-","suffix","kpv",1
2609,"поврежденниеысь",1,"rus",,,"-","suffix","kpv",1
2610,"погранвойскалысь",1,"rus",,,"-","suffix","kpv",1
2611,"пограничникъяслысь",1,"rus",,,"-","suffix","kpv",1
2617,"пӧжаръясысь",1,"rus",,,"-","suffix","kpv",1
2649,"поколениеыслысь",1,"rus",,,"-","suffix","kpv",1
2650,"пӧкрӧвсянь",1,"rus",,,"-","suffix","kpv",1
2651,"полеводствосянь",1,"rus",,,"-","suffix","kpv",1
2730,"посёлокъясас",1,"rus",,,"-","suffix","kpv",1
2758,"привыкнитэмаась",1,"rus",,,"-","suffix","kpv",1
2759,"привыкшеесь",1,"rus",,,"-","suffix","kpv",1
2770,"продуктаысь",1,"rus",,,"-","suffix","kpv",1
2772,"прӧмыссьыс",1,"rus",,,"-","suffix","kpv",1
2773,"прӧмышляйтысь",1,"rus",,,"-","suffix","kpv",1
2776,"просундуйсьыс",1,"rus",,,"-","suffix","kpv",1
2777,"прӧсундуйысь",1,"rus",,,"-","suffix","kpv",1
2790,"птицаяссьыс",1,"rus",,,"-","suffix","kpv",1
2791,"птицаясысь",1,"rus",,,"-","suffix","kpv",1
2909,"радӧсь",1,"rus",,,"-","suffix","kpv",1
2913,"разбежитчемаась",1,"rus",,,"-","suffix","kpv",1
2933,"райкомсянь",1,"rus",,,"-","suffix","kpv",1
2934,"районсьыс",2,"rus",,,"-","suffix","kpv",2
2935,"районъяссьыс",1,"rus",,,"-","suffix","kpv",1
2937,"районысь",9,"rus",,,"-","suffix","kpv",5
2938,"раскулаченнэесь",1,"rus",,,"-","suffix","kpv",1
2939,"раскулачитысьясыс",1,"rus",,,"-","suffix","kpv",1
2940,"раскулачитэмаась",2,"rus",,,"-","suffix","kpv",2
2957,"родительяслысь",1,"rus",,,"-","suffix","kpv",1
2958,"родительясыслысь",1,"rus",,,"-","suffix","kpv",1
2959,"рӧдиттемаась",1,"rus",,,"-","suffix","kpv",1
2960,"рӧдитчемаась",2,"rus",,,"-","suffix","kpv",3
2961,"рӧдитчемсянь",1,"rus",,,"-","suffix","kpv",1
2962,"рӧдитчемсяньыс",1,"rus",,,"-","suffix","kpv",1
2963,"рӧдсьыс",6,"rus",,,"-","suffix","kpv",6
2964,"рӧдысь",4,"rus",,,"-","suffix","kpv",4
2966,"рожинлысь",2,"rus",,,"-","suffix","kpv",2
2972,"романссяньыс",1,"rus",,,"-","suffix","kpv",1
2991,"рӧштвосянь",2,"rus",,,"-","suffix","kpv",2
3013,"садикынэсь",1,"rus",,,"-","suffix","kpv",1
3020,"самӧварысь",1,"rus",,,"-","suffix","kpv",1
3022,"сарайсьыс",1,"rus",,,"-","suffix","kpv",1
3023,"сарайсянь",1,"rus",,,"-","suffix","kpv",1
3029,"светлэйысь",1,"rus",,,"-","suffix","kpv",1
3616,"скованнэйджыкесь",1,"rus",,,"-","suffix","kpv",1
3624,"современнэйджыкесь",1,"rus",,,"-","suffix","kpv",1
3628,"совхозсьыс",1,"rus",,,"-","suffix","kpv",1
3659,"союзпушнинасьыс",1,"rus",,,"-","suffix","kpv",1
3671,"стадсьыс",1,"rus",,,"-","suffix","kpv",1
3679,"сторонасянь",1,"rus",,,"-","suffix","kpv",1
3681,"странаясысь",1,"rus",,,"-","suffix","kpv",1
3682,"стрӧитӧмаась",1,"rus",,,"-","suffix","kpv",1
3685,"стрӧитэмаась",2,"rus",,,"-","suffix","kpv",1
3687,"студентсянь",1,"rus",,,"-","suffix","kpv",1
3967,"телевизорысь",4,"rus",,,"-","suffix","kpv",3
3973,"тёмнэесь",1,"rus",,,"-","suffix","kpv",1
3974,"темпераментнэесь",1,"rus",,,"-","suffix","kpv",1
4049,"тундрасьыс",4,"rus",,,"-","suffix","kpv",3
4050,"тундраысь",2,"rus",,,"-","suffix","kpv",2
4166,"упитанносьтьыс",1,"rus",,,"-","stem","kpv",1
4168,"урежейысь",1,"rus",,,"-","suffix","kpv",1
4215,"участоксьыс",1,"rus",,,"-","suffix","kpv",1
4289,"черёмухаысь",1,"rus",,,"-","suffix","kpv",1
4330,"школасьыс",1,"rus",,,"-","suffix","kpv",1
4331,"школасяньыс",1,"rus",,,"-","suffix","kpv",1
4363,"шыпулякъяссьыс",3,"rus",,,"-","suffix","kpv",3
4365,"щиколоткасьыс",1,"rus",,,"-","suffix","kpv",1
4390,"электрочайникысь",1,"rus",,,"-","suffix","kpv",1
4396,"энергичнэесь",1,"rus",,,"-","suffix","kpv",1
4412,"этажсяньыс",1,"rus",,,"-","suffix","kpv",1
4414,"этикетысь",1,"rus",,,"-","suffix","kpv",1
2393,"ӧтпырысь",4,"kpv",,,"-","suffix","kpv",4
2394,"ӧтпырысьсэ",1,"kpv",,,"-","suffix","kpv",1
2558,"пернапасасьӧны",1,"kpv",,,"-","suffix","kpv",1
2769,"программируйт-лӧсьӧд",1,"kpv",,,"-","suffix","kpv",1
3350,"сет",25,"NA",,,"ambivalent","NA","kpv",17
1265,"зерӧ",1,"NA",,,"check","NA","kpv",1
1732,"куржайтэмаась",1,"NA",,,"check","NA","kpv",1
3076,"сейком'",1,"NA",,,"check","NA","kpv",1
552,"висьталам,",1,"NA",,,"fix","NA","kpv",1
720,"вӧлэсьрас",1,"NA",,,"fix","NA","kpv",1
1721,"куйимысь",1,"NA",,,"fix","NA","kpv",1
3562,"синоптики",1,"rus",,,"what?","NA","kpv",1
3563,"синоптиков",1,"rus",,,"what?","rus","kpv",1
3467,"сиде",1,"yrk",,,"-","NA","kpv",1
3936,"сянакурӈа",1,"yrk",,,"-","NA","kpv",1
1,"-мамныслысь",1,"kpv",,,"-","NA","kpv",1
2,"-пинясе",1,"kpv",,,"-","NA","kpv",1
3,"изьватасын",1,"kpv",,,"-","NA","kpv",1
4,"сэсся",1,"kpv",,,"-","NA","kpv",678
5,"(таессе",1,"kpv",,,"-","NA","kpv",1
7,"абуӧсь",3,"kpv",,,"-","NA","kpv",2
8,"абуэсь",15,"kpv",,,"-","NA","kpv",16
9,"аддзе",5,"kpv",,,"-","NA","kpv",5
10,"аддзема",2,"kpv",,,"-","NA","kpv",2
11,"аддзены",4,"kpv",,,"-","NA","kpv",4
12,"аддзи",14,"kpv",,,"-","NA","kpv",4
13,"аддзим",8,"kpv",,,"-","NA","kpv",1
14,"аддзин",4,"kpv",,,"-","NA","kpv",1
15,"аддзиннныд",1,"kpv",,,"-","NA","kpv",1
16,"аддзинныд",4,"kpv",,,"-","NA","kpv",3
17,"аддзис",10,"kpv",,,"-","NA","kpv",8
18,"аддзисны",2,"kpv",,,"-","NA","kpv",2
22,"аддзылысим",1,"kpv",,,"-","NA","kpv",1
23,"аддзысемаась",1,"kpv",,,"-","NA","kpv",1
25,"аддзысисны",1,"kpv",,,"-","NA","kpv",1
28,"аддзысьлім",5,"kpv",,,"-","NA","kpv",3
31,"аддзысьлӧмъясыс",1,"kpv",,,"-","NA","kpv",1
32,"аддзысьлы",1,"kpv",,,"-","NA","kpv",1
35,"аддзысьлэ",2,"kpv",,,"-","NA","kpv",2
38,"аддзысьӧны",1,"kpv",,,"-","NA","kpv",1
39,"аддзысям",2,"kpv",,,"-","NA","kpv",1
41,"аелысь",4,"kpv",,,"-","NA","kpv",4
42,"аесянь",2,"kpv",,,"-","NA","kpv",2
43,"азии",2,"kpv",,,"-","NA","kpv",2
44,"ай-мамлысь",1,"kpv",,,"-","NA","kpv",1
45,"ай-мамлэнэсь",1,"kpv",,,"-","NA","kpv",1
47,"айлаздорсяньныд",1,"kpv",,,"-","NA","kpv",1
48,"айсяне",3,"kpv",,,"-","NA","kpv",3
49,"айсяньыс",2,"kpv",,,"-","NA","kpv",3
50,"айыдлысь",1,"kpv",,,"-","NA","kpv",1
64,"аресаась",1,"kpv",,,"-","NA","kpv",1
65,"арессянь",1,"kpv",,,"-","NA","kpv",1
69,"арся",1,"kpv",,,"-","NA","kpv",1
70,"арсянь",2,"kpv",,,"-","NA","kpv",1
71,"арсяньыс",2,"kpv",,,"-","NA","kpv",1
72,"артасьны",1,"kpv",,,"-","NA","kpv",1
79,"ассьныд",1,"kpv",,,"-","NA","kpv",1
80,"ассьныс",1,"kpv",,,"-","NA","kpv",1
82,"ассьыд",9,"kpv",,,"-","NA","kpv",6
84,"ассьынӧс",1,"kpv",,,"-","NA","kpv",1
85,"ассьыны-",1,"kpv",,,"-","NA","kpv",1
86,"ассьыныд",3,"kpv",,,"-","NA","kpv",3
87,"ассьыным",1,"kpv",,,"-","NA","kpv",1
88,"ассьыныс",8,"kpv",,,"-","NA","kpv",8
89,"ассьыс",27,"kpv",,,"-","NA","kpv",23
90,"ассюм",18,"kpv",,,"-","NA","kpv",11
91,"ассюнум",2,"kpv",,,"-","NA","kpv",2
92,"асысянь",1,"kpv",,,"-","NA","kpv",1
93,"асыысяньыс",1,"kpv",,,"-","NA","kpv",1
95,"асьлыд",1,"kpv",,,"-","NA","kpv",1
97,"асьнум",25,"kpv",,,"-","NA","kpv",22
98,"асьныд",29,"kpv",,,"-","NA","kpv",21
99,"асьным",1,"kpv",,,"-","NA","kpv",1
100,"асьныс",49,"kpv",,,"-","NA","kpv",41
102,"асьнысӧ",1,"kpv",,,"-","NA","kpv",1
103,"асьныссӧ",1,"kpv",,,"-","NA","kpv",1
104,"асьныссэ",3,"kpv",,,"-","NA","kpv",3
106,"асьсӧ",4,"kpv",,,"-","NA","kpv",4
107,"асьсэ",9,"kpv",,,"-","NA","kpv",8
108,"асьті",2,"kpv",,,"-","NA","kpv",2
109,"асьтӧ",1,"kpv",,,"-","NA","kpv",1
110,"асьтэ",2,"kpv",,,"-","NA","kpv",2
112,"асьыныд",1,"kpv",,,"-","NA","kpv",1
114,"ачысь",1,"kpv",,,"-","NA","kpv",1
116,"бабаныслысь",1,"kpv",,,"-","NA","kpv",1
117,"бабарӧдлысь",1,"kpv",,,"-","NA","kpv",1
120,"бабнумлысь",1,"kpv",,,"-","NA","kpv",1
122,"бабсяньнум",1,"kpv",,,"-","NA","kpv",1
124,"байдӧгысь",1,"kpv",,,"-","NA","kpv",1
125,"бакурсьыс",1,"kpv",,,"-","NA","kpv",1
127,"бакурысь",1,"kpv",,,"-","NA","kpv",1
133,"бердадэсь",1,"kpv",,,"-","NA","kpv",1
134,"бердсяньыс",1,"kpv",,,"-","NA","kpv",1
138,"боевеесь",1,"kpv",,,"-","NA","kpv",1
139,"божийлысь",1,"kpv",,,"-","NA","kpv",1
140,"бӧксьыс",1,"kpv",,,"-","NA","kpv",1
141,"боксянь",5,"kpv",,,"-","NA","kpv",2
142,"бӧксяньыс",1,"kpv",,,"-","NA","kpv",2
143,"бӧкынэсь",1,"kpv",,,"-","NA","kpv",1
145,"бӧкысь",7,"kpv",,,"-","NA","kpv",5
148,"бӧрдысь",1,"kpv",,,"-","NA","kpv",1
151,"бӧре-водзе",2,"kpv",,,"-","NA","kpv",2
155,"бӧрся",3,"kpv",,,"-","NA","kpv",2
156,"бӧрсяне",4,"kpv",,,"-","NA","kpv",3
160,"бӧрсянь",13,"kpv",,,"-","NA","kpv",1
161,"бӧрсяньыд",2,"kpv",,,"-","NA","kpv",1
162,"бӧрсяньыс",11,"kpv",,,"-","NA","kpv",6
163,"бортсьыс",1,"kpv",,,"-","NA","kpv",1
164,"бӧръемаась",1,"kpv",,,"-","NA","kpv",1
165,"бӧрысь",1,"kpv",,,"-","NA","kpv",1
168,"бось",14,"kpv",,,"-","NA","kpv",12
169,"бось-",2,"kpv",,,"-","NA","kpv",2
170,"босьліс",3,"kpv",,,"-","NA","kpv",3
171,"босьлісны",3,"kpv",,,"-","NA","kpv",3
172,"босьлэмаась",2,"kpv",,,"-","NA","kpv",2
173,"босьны",17,"kpv",,,"-","NA","kpv",19
174,"босьныс",1,"kpv",,,"-","NA","kpv",1
175,"босьнысэ",3,"kpv",,,"-","NA","kpv",3
177,"босьтi",1,"kpv",,,"-","NA","kpv",1
178,"босьта",10,"kpv",,,"-","NA","kpv",9
179,"босьталіс",1,"kpv",,,"-","NA","kpv",1
180,"босьталісны",2,"kpv",,,"-","NA","kpv",1
181,"босьталӧ",1,"kpv",,,"-","NA","kpv",1
182,"босьталэныс",2,"kpv",,,"-","NA","kpv",2
183,"босьтам",13,"kpv",,,"-","NA","kpv",13
186,"босьтан",10,"kpv",,,"-","NA","kpv",11
187,"босьтанныд",7,"kpv",,,"-","NA","kpv",4
188,"босьтас",22,"kpv",,,"-","NA","kpv",15
189,"босьтасны",4,"kpv",,,"-","NA","kpv",1
190,"босьтасныс",6,"kpv",,,"-","NA","kpv",1
191,"босьтасныс-а",1,"kpv",,,"-","NA","kpv",1
192,"босьті",23,"kpv",,,"-","NA","kpv",16
193,"босьтім",6,"kpv",,,"-","NA","kpv",2
194,"босьтін",4,"kpv",,,"-","NA","kpv",3
196,"босьтіс",43,"kpv",,,"-","NA","kpv",13
197,"босьтісны",15,"kpv",,,"-","NA","kpv",13
198,"босьтісныс",16,"kpv",,,"-","NA","kpv",15
199,"босьтлас",1,"kpv",,,"-","NA","kpv",1
204,"босьтны",17,"kpv",,,"-","NA","kpv",6
205,"босьтнысэ",3,"kpv",,,"-","NA","kpv",1
206,"босьтӧ",1,"kpv",,,"-","NA","kpv",1
208,"босьтӧны",6,"kpv",,,"-","NA","kpv",4
209,"босьтчыны",1,"kpv",,,"-","NA","kpv",1
211,"босьтысьыс",1,"kpv",,,"-","NA","kpv",1
213,"босьтыштны",1,"kpv",,,"-","NA","kpv",1
214,"босьтыштэ",2,"kpv",,,"-","NA","kpv",2
215,"босьтэ",27,"kpv",,,"-","NA","kpv",22
